ID_UBICACIO,DS_UBICACIO,ID_TIPUS_DEPENDENCIA,ID_EDIFICI,QL_PORTA,IND_METRES,ID_SN_BAIXA
C2/192,Despatx professorat,10,C,C2/192    ,19.0,N
C2/194,Despatx professorat,10,C,C2/194    ,19.0,N
G5/120,Despatx professorat,10,G,G5/120    ,21.0,N
G5/137,Despatx professorat,10,G,G5/137    ,21.0,N
G5/139,Despatx professorat,10,G,G5/139    ,21.0,N
G5/146,Despatx professorat,10,G,G5/146    ,21.0,N
G6/147,Despatx professorat,10,G,G6/147    ,18.0,N
G6/155,Despatx professorat,10,G,G6/155    ,18.0,N
G6/169,Despatx professorat,10,G,G6/169    ,18.0,N
G6/245,Despatx professorat,10,G,G6/245    ,18.0,N
G6/246,Despatx professorat,10,G,G6/246    ,18.0,N
G6/249,Despatx professorat,10,G,G6/249    ,18.0,N
G6/269,Despatx professorat,10,G,G6/269    ,18.0,N
Z2/3418,Despatx professorat,10,C,Z2/3418   ,42.0,S
S/006,Despatx préstec,16,S,S/006     ,19.0,N
B7/0062,Despatx secretaria Administ.,16,B,B7/0062   ,9.0,S
A1/304.2,Despatx secretaria del rector,10,A,A1/304.2  ,29.0,N
B1/1118,Despatx 19,10,B,B1/1118   ,19.0,N
B1/1112,Despatx 22,10,B,B1/1112   ,19.0,N
B1/1092,Despatx 30,10,B,B1/1092   ,19.0,N
GL/203,Despatx 3r cicle DLLCCSS,10,G,GL/203    ,35.0,N
C5/151,Despatx 5,10,C,C5/151    ,14.0,N
B1/1066,Despatx 8,10,B,B1/1066   ,19.0,N
B1/1108,Despatx 9,10,B,B1/1108   ,19.0,N
U/315,Despatx Administrador,10,U,U/315     ,20.0,N
I0/325B,Despatx Administrador/a,10,I,I0/325B   ,21.0,N
S/117,Despatx Administrador/a centre,16,S,S/117     ,18.0,N
V0/324,Despatx Agricultura        .,10,V,V0/324    ,18.0,N
VU/311,Despatx Arquitecte,11,VU,VU/311    ,19.0,S
V0/306,Despatx Becaris Prod/Nutr/Agr.,10,V,V0/306    ,29.0,N
V0/308,Despatx Becaris Produc./Agric.,10,V,V0/308    ,21.0,N
V0/161,Despatx Bioquímica,10,V,V0/161    ,9.0,N
I/0014,Despatx CAP,10,I,I/0014    ,107.0,N
C5B/028,Despatx CREAF,10,C,C5B/028   ,15.0,N
V0/002C,Despatx Cap Slipi,16,V,V0/002C   ,8.0,N
S/248,Despatx Ciències Computació,10,S,S/248     ,19.0,N
SAF2/-104,Despatx Club Waterpolo,10,SF2,SAF2/-104 ,20.0,N
MRA/112,Despatx Colòmbia,10,MRA,MRA/112   ,17.0,N
M3/205,Despatx Dir. Biol. Cel. Fisio.,10,M,M3/205    ,21.0,N
S/218,Despatx Dret Públic,10,S,S/218     ,15.0,N
I/0037,Despatx Fil. Catalana-Docum.,10,I,I/0037    ,25.0,N
G5/152,Despatx Filologia Catalana,10,G,G5/152    ,21.0,N
V0/014,Despatx Gestió Econòmica,16,V,V0/014    ,37.0,N
B3/030B,Despatx Gestor Departamental,16,B,B3/030B   ,16.0,N
V0/027,Despatx H/Ap,10,V,V0/027    ,30.0,N
I0/320,Despatx Història-Psicologia,10,I,I0/320    ,26.0,N
A/0052,Despatx ICE publicacions,10,A,A/0052    ,15.0,N
I2/025B,Despatx Informàtica,16,I,I2/025B   ,15.0,N
MRA/202,Despatx Inst.d'Estudis Metrops,12,MRA,MRA/202   ,16.0,N
MRA/203,Despatx Inst.d'Estudis Metrops,12,MRA,MRA/203   ,16.0,N
MRA/207,Despatx Inst.d'Estudis Metrops,12,MRA,MRA/207   ,16.0,N
V0/269A,Despatx Malalties Infeccioses,10,V,V0/269A   ,17.0,N
S/207,Despatx Matemàtiques,10,S,S/207     ,19.0,N
V2/018,Despatx Neteja,23,V,V2/018    ,9.0,N
I/0015,Despatx Periodisme,10,I,I/0015    ,22.0,N
X/BLOCF02,Incobadora Vila Universitària,11,X,X/BLOCF02 ,60.0,N
N/-2024,Instal.lacions,36,N,N/-2024   ,5.0,N
G6/031,Instal·lacions,36,G,G6/031    ,5.0,N
G6/221-1,Instal·lacions,36,G,G6/221.1  ,13.0,N
C5/329,LABORATORI,21,C,C5/329    ,92.0,N
QC/2141.1,LAVABOS,23,Q,QC/2141.1 ,1.0,N
Q6/1006,Lab doc EQ B (Q6/0007+Q6/0008),21,Q,Q6/1006   ,151.0,N
V0/015,Lab. H/AP Recerca i Docència,20,V,V0/015    ,35.0,N
C5B/034,Lab. Recerca CREAF Ecologia,20,C,C5B/034   ,36.0,N
H/529,Lab. Virologia i Biologia Mole,20,H,H/529     ,38.0,N
M2/011,Lab. de docència (Biofísica),21,M,M2/011    ,125.0,N
M4/005,Lab. de docència (Fisiologia),21,M,M4/005    ,123.0,N
K/0072,Labavos,23,K,K/0072    ,5.0,N
B13/003,Laboratori,20,B13,B13/003   ,9.0,N
B13/102,Laboratori,20,B13,B13/102   ,21.0,N
B5/116,Laboratori,21,B,B5/116    ,35.0,N
B5B/055,Laboratori,20,B,B5B/055   ,21.0,N
B5L/027,Laboratori,20,B,B5L/027   ,15.0,N
B5L/033,Laboratori,20,B,B5L/033   ,9.0,N
C3/047,Laboratori,20,C,C3/047    ,52.0,N
C5/2346,Laboratori,21,C,C5/2346   ,1.0,S
C5/351,Laboratori,21,C,C5/351    ,60.0,N
C5B/050-2,Laboratori,20,C,C5B/050-2 ,18.0,N
C5B/052,Laboratori,20,C,C5B/052   ,21.0,N
C7/223,Laboratori,20,C,C7/223    ,52.0,N
C7/357,Laboratori,20,C,C7/357    ,56.0,N
EST/-104,Laboratori,20,EST,EST/-104  ,12.0,N
V0/277A,Laboratori,21,V,V0/277A   ,15.0,N
C5/258,Laboratori (IEEC),12,C,C5/258    ,35.0,N
B9/014,Laboratori / Aula 401,4,B,B9/014    ,107.0,N
HSP/108,Laboratori 2,21,HSP,HSP/108   ,42.0,S
QC/2011,Laboratori A. Turing,20,Q,QC/2011   ,18.0,N
C2/425,Laboratori Anàlisi Bioquímic,16,C,C2/425    ,28.0,N
B5/119,Laboratori Audiovisuals,20,B,B5/119    ,35.0,N
M4/103,Despatx tècnic,10,M,M4/103    ,13.0,N
I0/205G,Despatx vicedirectors,10,I,I0/205G   ,10.0,N
B9/133,Despatx visitants,10,B,B9/133    ,23.0,N
SAF3/-102,Despatxos nous,10,SF3,SAF3/-102 ,18.0,N
N/-1009,Dipòsit reserva,24,N,N/-1009   ,111.0,N
M0/009,"Dipòsit, tesis, revistes",8,M,M0/009    ,207.0,N
C2/-159,Direcció,16,C,C2/-159   ,29.0,N
QC/3037,Direcció dept Eng. Electronica,10,Q,QC/3037   ,18.0,N
B11/184,Distrib.secretaria F.Anglesa,43,B,B11/184   ,19.0,N
C2/231,Distribuïdor,43,C,C2/231    ,7.0,N
IBB/-112,Distribuïdor,43,IBB,IBB/-112  ,2.0,N
U/310,Distribuïdor,43,U,U/310     ,1.0,S
M0/1E2,Distribuïdor (escala-ascensor),27,M,M0/1E2    ,37.0,N
GTP/104,Distribuïdor 1,43,GTP,GTP/104   ,105.0,N
GTP/130,Distribuïdor 2,43,GTP,GTP/130   ,134.0,N
L/232,Distribuïdor de serveis,27,L,L/232     ,4.0,N
L/131,Distribuïdor serveis,27,L,L/131     ,4.0,N
C5/426,Documentació,10,C,C5/426    ,15.0,N
B1/-120,Dutxa,44,B,B1/-120   ,9.0,N
VN/008,Dutxa,23,V,VN/008    ,3.0,N
S/224,Economia Aplicada/Història,10,S,S/224     ,18.0,N
C3/433,Electroforesi,20,C,C3/433    ,7.0,N
IBB/018,Enginy. Proteïnes-Enzimologia,20,IBB,IBB/018   ,96.0,N
L/000E,Entrada,43,L,L/000E    ,6.0,S
L/010BIS,Escala,27,L,L/010BIS  ,17.0,N
N/1032,Escales,27,N,N/1032    ,25.0,N
I0/ES32,Escales accés ascensors parell,27,I,I0/ES32   ,11.0,N
B9/136,Escales cargol Secretaria,27,B,B9/136    ,4.0,N
B5/0E2,Escales conexió B5-B3,27,B,B5/0E2    ,144.0,N
M1/0E1,Escales d'accés a M1-planta 0,27,M,M1/0E1    ,25.0,N
L/3E3,Escales planta tercera,27,L,L/3E3     ,52.0,N
X/MOLLET,Escola UPMA Mollet,11,X,X/MOLLET  ,1.0,N
X/WEUI-DER,Escola d'Infermeria-Dermatolog,11,X,X/WEUI-DER,1.0,N
C5/436,Espai Montsec,10,C,C5/436    ,18.0,N
H/511,Espai P2,20,H,H/511     ,15.0,N
GL/202.B,Espai doctorat Did. Mat.,10,G,GL/202.B  ,10.0,N
V1/131,Espai instal·lacions,36,V,V1/131    ,10.0,N
A/SF2,Espais exteriors campus,14,A,0         ,1.0,N
SAF1/0X1,Espais exteriors poliesportiu,14,SF1,0         ,1.0,N
V0/121,Estabulari U. Fisiologia,15,V,V0/121    ,23.0,N
I2/006,Estudi de continuÏtat 1,22,I,I2/006    ,10.0,N
V4/004,Farmàcia,24,V,V4/004    ,32.0,N
C1/127,Fauna Marina i Nematologia,20,C,C1/127    ,34.0,N
B11/131,Fotocòpies - Sala de Revistes,16,B,B11/131   ,16.0,N
I2/102,Fotografia ampliadora,20,I,I2/102    ,23.0,N
I2/110,Fotografia despatx,16,I,I2/110    ,8.0,N
A/1029,Gabinet Jurídic,10,A,A/1029    ,14.0,N
A/0041,Gabinet Llengua Catalana/FAS,43,A,A/0041    ,16.0,N
A/0042,Gabinet de Llengua Catalana,16,A,A/0042    ,88.0,N
G6/130,Galeria de cables,34,G,G6/130    ,3.0,N
HCV/-123B,Gasos medicinals,24,HCV,HCV/-123B ,21.0,N
B9/1100,Geografia aplicada,20,B,B9/1100   ,19.0,N
G5/036,Gestió Econòmica,16,G,G5/036    ,21.0,N
A/1066,Gestió i explotació de dades,16,A,A/1066    ,76.0,N
B9/1070,Grup rec. rec.cost.i pais.,20,B,B9/1070   ,15.0,N
VG/018,Gàbies gossos,15,V,VG/018    ,4.0,N
X/MAT,Hospital de Mataró,11,X,X/MAT     ,1.0,N
C5/233,Laboratori de docència,21,C,C5/233    ,149.0,S
C5B/-166,Laboratori de docència,21,C,C5B/-166  ,29.0,N
C5B/-168,Laboratori de docència,21,C,C5B/-168  ,11.0,N
C7/406,Laboratori de docència,21,C,C7/406    ,128.0,N
C2/074-1,Laboratori de receca,20,C,C2/074-1  ,28.0,N
C2/223,Laboratori de receca,20,C,C2/223    ,37.0,S
C2/225,Laboratori de receca,20,C,C2/225    ,74.0,N
C2/404,Laboratori de receca,20,C,C2/404    ,116.0,N
C2/430,Laboratori de receca,20,C,C2/430    ,110.0,N
C3/434,Laboratori de receca,20,C,C3/434    ,17.0,N
C3/438-1,Laboratori de receca,20,C,C3/438-1  ,14.0,N
C2/-118,Laboratori de recerca,20,C,C2/-118   ,46.0,N
C2/-120,Laboratori de recerca,20,C,C2/-120   ,14.0,N
C2/080,Laboratori de recerca,20,C,C2/080    ,8.0,N
C5/124,Laboratori de recerca,20,C,C5/124    ,20.0,N
M2/128,Laboratori de recerca,20,M,M2/128    ,57.0,N
M2/128.1,Laboratori de recerca,20,M,M2/128.1  ,9.0,N
M2/131,Laboratori de recerca,20,M,M2/131    ,35.0,N
M4/105,Laboratori de recerca,20,M,M4/105    ,61.0,N
M5/125,Laboratori de recerca,20,M,M5/125    ,34.0,N
M5/126,Laboratori de recerca,20,M,M5/126    ,24.0,N
M5/127,Laboratori de recerca,20,M,M5/127    ,18.0,N
M6/115,Laboratori de recerca,20,M,M6/115    ,61.0,N
QC/0085,Laboratori de recerca,20,Q,QC/0085   ,17.0,N
QC/0087.5,Laboratori de recerca,20,Q,QC/0087.5 ,13.0,N
QC/0109,Laboratori de recerca,20,Q,QC/0109   ,17.0,N
QC/0113,Laboratori de recerca,20,Q,QC/0113   ,63.0,N
QP/0008,Laboratori de recerca,20,Q,QP/0008   ,72.0,N
QP/0008.4,Laboratori de recerca,20,Q,QP/0008.4 ,16.0,N
QP/0009.5,Laboratori de recerca,20,Q,QP/0009.5 ,51.0,N
C3/316,Laboratori docent,21,C,C3/316    ,20.0,N
Q5/2009,Laboratori docent CCD,21,Q,Q5/2009   ,45.0,N
Q5/1011,Laboratori docent DCC (Q5/1012,21,Q,Q5/1011   ,98.0,N
Q6/1012,Laboratori docent Em 2,21,Q,Q6/1012   ,74.0,N
C2/-147,Laboratori integrat núm. 4,21,C,C2/-147   ,66.0,N
C5/163,Laboratoris docents,21,C,C5/163    ,59.0,N
B5L/011,Laboratòri de Farmacologia,20,B,B5L/011   ,30.0,N
QS/1005,Lav.dones(QS/1006-1007-1008-09,23,Q,QS/1005   ,10.0,N
B5/007,Lavabo d'homes,23,B,B5/007    ,13.0,N
C1/006,Lavabo d'homes,23,C,C1/006    ,11.0,N
C3/105,Lavabo d'homes,23,C,C3/105    ,12.0,N
C7/005,Lavabo d'homes,23,C,C7/005    ,14.0,N
M3/024,Lavabo d'homes,23,M,M3/024    ,51.0,N
SAF2/0041,Lavabo d'homes,23,SF2,SAF2/0041 ,1.0,N
U/211,Lavabo d'homes,23,U,U/211     ,5.0,S
U/305,Lavabo d'homes,23,U,U/305     ,4.0,N
M3/3362,Lavabo d'homes i dones,23,M,M3/3362   ,12.0,N
M0/215,Lavabo de dones,23,M,M0/215    ,13.0,N
C5/009,Lavabo de minusvàlids,23,C,C5/009    ,2.0,N
GTP/220,Lavabo de minusvàlids,23,GTP,GTP/220   ,4.0,N
H/007,Lavabo de minusvàlids,23,H,H/007     ,4.0,N
H/319,Lavabo de minusvàlids,23,H,H/319     ,3.0,N
HDM/-114,Lavabo de minusvàlids,23,HDM,HDM/-114  ,4.0,N
B5B/-104,Lavabo dones,23,B,B5B/-104  ,14.0,N
B9/008,Lavabo dones,23,B,B9/008    ,12.0,N
C0/-102-1,Lavabo dones,23,C,C0/-102-1 ,10.0,N
C3/150,Lavabo dones,23,C,C3/150    ,16.0,N
C5/204,Lavabo dones,23,C,C5/204    ,10.0,N
C7/236,Lavabo dones,23,C,C7/236    ,14.0,N
C7/461,Lavabo dones,23,C,C7/461    ,15.0,N
L/014,Lavabo dones,23,L,L/014     ,10.0,N
N/4010,Lavabo dones,23,N,N/4010    ,8.0,N
SAF1/1102,Lavabo dones,23,SF1,SAF1/1102 ,1.0,N
SAF1/1103,Lavabo dones,23,SF1,SAF1/1103 ,1.0,N
B3B/127,Lavabo homes,23,B,B3B/127   ,12.0,N
B7B/002,Lavabo homes,23,B,B7B/002   ,26.0,N
N/1015,Lavabo homes,23,N,N/1015    ,8.0,N
C7/265,Lavabo homes (Química),23,C,C7/265    ,14.0,N
SAF3/040,Lavabo homes/Dones,23,SF3,SAF3/040  ,1.0,N
B1/155,Lavabos,23,B,B1/155    ,14.0,N
B2/066,Lavabos,23,B,B2/066    ,16.0,N
B2/133,Lavabos,23,B,B2/133    ,23.0,N
B2/192,Lavabos,23,B,B2/192    ,12.0,N
B3BIS/087,Lavabos,23,B,B3BIS/087 ,16.0,S
E1/-104,Lavabos,23,E,E1-104    ,3.0,N
F/039,Lavabos,23,F,F/039     ,2.0,N
GTP/202,Lavabos,23,GTP,GTP/202   ,3.0,N
K/0006,Lavabos,23,K,K/0006    ,6.0,N
K/0064,Lavabos,23,K,K/0064    ,7.0,N
K/1067,Lavabos,23,K,K/1067    ,15.0,N
K/2042,Lavabos,23,K,K/2042    ,5.0,N
M2/010.3,Lavabos,23,M,M2/010.3  ,6.0,N
V6/102,Lavabos,23,V,V6/102    ,4.0,N
VN/024,Lavabos,23,V,VN/024    ,3.0,N
C0/007,Lavabos Homes,23,C,C0/007    ,2.0,N
L/227,Lavabos PAS homes-dones,23,L,L/227     ,3.0,N
C2/444,Lavabos comuns,23,C,C2/444    ,10.0,N
A/-129.3,Lavabos d'homes,23,A,A/-129.3  ,13.0,N
B3/123,Lavabos d'homes,23,B,B3/123    ,12.0,N
C1/107,Lavabos d'homes,23,C,C1/107    ,12.0,N
C5/324,Lavabos d'homes,23,C,C5/324    ,12.0,N
GL/206,Lavabos d'homes,23,G,GL/206    ,10.0,N
J/120,Lavabos d'homes,23,J,J/120     ,21.0,N
B11/284,Lavabos d'homes (Fil.Cat/Esp.),23,B,B11/284   ,12.0,N
SAF2/1071,Lavabos d'homes (rentamans),23,SF2,SAF2/1071 ,2.0,N
I0/140,Lavabos d'homes alumnes,23,I,I0/140    ,16.0,N
B3/028,Lavabos d'homes i dones,23,B,B3/028    ,29.0,N
V0/155C,Laboratori Bioquímica,20,V,V0/155C   ,12.0,N
C2/-160BIS,Laboratori Docent,21,C,C2/-160BIS,90.0,N
H/129,Laboratori Experimental,20,H,H/129     ,7.0,N
B11/2904,Laboratori Fonètica,20,B,B11/2904  ,73.0,S
C7/042,Laboratori Melissa,20,C,C7/042    ,37.0,N
C1/329,Laboratori Micologia,20,C,C1/329    ,23.0,N
S/231,Laboratori Projectes II,21,S,S/231     ,38.0,S
B5/118,Laboratori Psicologia Experim.,20,B,B5/118    ,22.0,N
C5/341.1,Laboratori Recerca,20,C,C5/341.1  ,12.0,N
V0/328,Laboratori U. Agric. i Pro.An.,20,V,V0/328    ,46.0,N
V0/181,Laboratori U. Bioquímica,20,V,V0/181    ,34.0,N
V0/005,Laboratori U. H/AP,21,V,V0/005    ,30.0,N
V0/293,Laboratori U. Microbiologia,21,V,V0/293    ,36.0,N
V0/277C,Laboratori cuina Micro-Infecc.,21,V,V0/277C   ,25.0,N
C3/209,Laboratori d'investigació,20,C,C3/209    ,28.0,N
C3/218,Laboratori d'investigació,20,C,C3/218    ,31.0,N
C3/231,Laboratori d'investigació,20,C,C3/231    ,18.0,N
C3/237,Laboratori d'investigació,20,C,C3/237    ,31.0,N
C7/426,Laboratori d'investigació,20,C,C7/426    ,46.0,N
Z2/23231,Laboratori d'investigació,20,C,Z2/23231  ,29.0,S
H/137,Laboratori de Criopreservació,20,H,H/137     ,10.0,N
C5B/-162,Laboratori de Docència,21,C,C5B/-162  ,70.0,N
B5/055,Laboratori de Metodologia,20,B,B5/055    ,21.0,N
V0/277B,Laboratori de campanes,21,V,V0/277B   ,28.0,N
C3/-114,Laboratori de docència,21,C,C3/-114   ,16.0,N
C3/-128,Laboratori de docència,21,C,C3/-128   ,16.0,N
V0/069,Magatzem,24,V,V0/069    ,34.0,N
V2/016,Magatzem,24,V,V2/016    ,12.0,N
M3/111,Magatzem (Consergeria),24,M,M3/111    ,6.0,N
M4/120A,Magatzem (Laboratori M4/120),24,M,M4/120A   ,10.0,N
M6/1151,Magatzem (Laboratori M6/115),24,M,M6/1151   ,9.0,N
M6/1161,Magatzem (Laboratori M6/116),24,M,M6/1161   ,9.0,N
B2/-128,Magatzem Consigna,24,B,B2/-128   ,12.0,N
A/0058,Magatzem ICE,24,A,A/0058    ,10.0,N
A/-108,Magatzem Of. Info.Serv. Alumne,24,A,A/-108    ,22.0,N
C1/-180,Magatzem Sala d'Actes,24,C,C1/-180   ,14.0,N
A/-130.1,Magatzem de manteniment edific,24,A,A/-130.1  ,18.0,N
A/0082,Magatzem de neteja (Eulimp),12,A,A/0082    ,8.0,N
C7/228-1,Magatzem de practiques,24,C,C7/228-1  ,11.0,N
C7/230,Magatzem de recerca,24,C,C7/230    ,7.0,N
M1/021,Magatzem del servei de neteja,24,M,M1/021    ,7.0,N
A/-122,Magatzem impremta,24,A,A/-122    ,47.0,N
SAF3/052,Magatzem objectes perduts,24,SF3,SAF3/052  ,4.0,N
C5B/-146,Magatzem plantes CREAF Ecol.,24,C,C5B/-146  ,20.0,N
B9/1044,Magatzem-arxiu,24,B,B9/1044   ,7.0,N
C1/246,Magatzem/quadre elèctric,24,C,C1/246    ,5.0,N
C1/301,Magatzem/quadre elèctric,24,C,C1/301    ,9.0,N
B9/200,Maquinària de l'ascensor,36,B,B9/200    ,3.0,N
M0/300,Maquinària de l'ascensor,36,M,M0/300    ,17.0,N
C5B/-136,Menjador,26,C,C5B/-136  ,15.0,N
S/230,Menjador,26,S,S/230     ,27.0,N
SAF2/-114,Menjador,26,SF2,SAF2/-114 ,18.0,N
QC/0059,Menjador Dept. Eng. Quimica,26,Q,QC/0059   ,37.0,N
C2/-181,Microscòpia transmissió 1,20,C,C2/-181   ,28.0,N
B2/008C,Minibar,12,B,B2/008C   ,44.0,N
C1/020,Minibar,26,C,C1/020    ,8.0,N
N/SERV-BIB,Mobiliari Rectorat-Serv-Biblio,10,N,N/SERV-BIB,1.0,N
I0/315,Motor de la calefacció,36,I,I0/315    ,3.0,N
I0/316,Motor de la calefacció,36,I,I0/316    ,3.0,N
I0/413,Motor de la calefacció,36,I,I0/413    ,3.0,N
C2/222,Màquines Geodinàmica,36,C,C2/222    ,12.0,N
B11/032.2,Màquines aire acondicionat,36,B,B11/032.2 ,6.0,N
VG4/001,Nau magatzem granja (buida),24,V,VG4/001   ,598.0,N
C3/004,Neteja,24,C,C3/004    ,2.0,N
C7/136,Neteja,23,C,C7/136    ,6.0,N
C7/401,Neteja,24,C,C7/401    ,3.0,N
H/323,Neteja,23,H,H/323     ,1.0,N
J/118,Neteja,36,J,J/118     ,1.0,N
MRA/-107,Neteja edifici,12,MRA,MRA/-107  ,11.0,N
A5/322,Nomines i Seg. Social,16,A,A5/322    ,40.0,S
N/0003,Of. Rel.Intern -Pl. Cívica,16,N,N/0003    ,247.0,N
A4/310,Of. Suport Docència,16,A,A4/310    ,115.0,N
VU/330,Of. dels Serveis Tècnics,11,VU,VU/330    ,95.0,S
L/0071,Pas d'Instal·lacions,36,L,L/0071    ,1.0,N
L/0072,Pas d'Instal·lacions,36,L,L/0072    ,1.0,N
L/0364,Pas d'Instal·lacions,36,L,L/0364    ,1.0,N
L/0101,Pas d'instal·lacions,36,L,L/0101    ,1.0,N
L/134,Pas d'instal·lacions,36,L,L/134     ,2.0,N
L/304,Pas d'instal·lacions,36,L,L/304     ,1.0,N
K/1046,Pas i escala,27,K,K/1046    ,25.0,N
C3B/104,Pas instal.lacions,36,C,C3B/104   ,5.0,N
Q2/0001,Pas.Lab.Int. + Sala d'Estudis,27,Q,Q2/0001   ,137.0,N
C2/227,Pasarel·la senars/parells,27,C,C2/227    ,15.0,N
V0/1P9,Pass. Farmaco. a aula Inf.,27,V,0         ,101.0,S
A/1P016,Pass. Gerència-Consell Social,27,A,A/1P016   ,220.0,N
M6/123.1,Pass. Hist. Medicina i Bioquím,27,M,M6/123.1  ,58.0,N
A/1045,Pass. Sala Annexa - Sala Actes,27,A,A/1045    ,22.0,N
B4/011,Passadis,27,B4,B4/011    ,4.0,N
V0/034,Passadis,27,V,V0/034    ,17.0,N
V0/101F,Passadis,27,V,V0/101F   ,208.0,N
V0/169F,Passadis,27,V,V0/169F   ,69.0,N
B3B/1P1,Passadis Dep.C.POL I SOCIO,27,B,B3B/1P1   ,231.0,N
B2/0P2,Passadis Dret Privat,27,B,B2/0P2    ,142.0,N
I2/PAS1,Passadis estudis fotografia,27,I,I2/PAS1   ,350.0,N
QC/2078,Passadissos,27,Q,QC/2078   ,12.0,N
MRA/208,Passadissos  Inst.d'Estudis Ms,12,MRA,MRA/208   ,14.0,N
M2/0E1,Passadissos i esc.planta 0- M2,27,M,M2/0E1    ,25.0,N
B13/1P1,Passadissos i escales,27,B,B13/1P1   ,9.0,N
MRA/014,Passadissos i escales,12,MRA,MRA/014   ,14.0,N
MRA/119,Passadissos i escales,12,MRA,MRA/119   ,13.0,N
B1/1P2,Passadís,27,B,B1/1P2    ,537.0,N
B3/1102,Passadís,27,B,B3/1102   ,54.0,S
C1/-126,Passadís,27,C,C1/-126   ,93.0,N
C1/109,Passadís,27,C,C1/109    ,5.0,N
C1/207,Passadís,27,C,C1/207    ,36.0,N
C2/037,Passadís,27,C,C2/037    ,13.0,N
C3/102,Passadís,27,C,C3/102    ,41.0,N
C3/121,Passadís,27,C,C3/121    ,20.0,N
C5/419,Passadís,27,C,C5/419    ,75.0,S
C7B/-136,Passadís,27,C,C7B/-136  ,26.0,N
N/-1023,Passadís,27,N,N/-1023   ,7.0,N
N/1023,Passadís,27,N,N/1023    ,70.0,N
SAF3/060,Passadís,27,SF3,SAF3/060  ,16.0,N
U/3P1,Passadís,27,U,U/3P1     ,5.0,N
M4/0P1,Passadís (Escales-M4/015),27,M,M4/0P1    ,131.0,N
Q4/1001,"Passadís Aules Q4, Planta 1a.",27,Q,Q4/1001   ,130.0,N
C5/0P1,Passadís C5-C7 senar,27,C,C5/0P1    ,110.0,N
C7/-1P2,Passadís C7 P-1 Par,27,C,C7/-1P2   ,47.0,N
C7/404,Passadís C7 Pta.4 parell,27,C,C7/404    ,74.0,N
V5/0P1,Passadís Dret a V5/015,27,V,V5/0P1    ,11.0,N
C2/224,Passadís Laboratori,27,C,C2/224    ,12.0,N
B5/126,Passadís Psic.Educació 1r. pis,27,B,B5/126    ,23.0,S
S2/010,Passadís Superior Aulari 2,27,S,S2/010    ,115.0,N
V3/014,Passadís a Sala Exploració HCV,27,V,V3/014    ,17.0,N
B11/007,Lavabos de dones,23,B,B11/007   ,17.0,N
C2/103,Lavabos de dones,23,C,C2/103    ,10.0,N
C5/326,Lavabos de dones,23,C,C5/326    ,14.0,N
C7/008,Lavabos de dones,23,C,C7/008    ,12.0,N
D/211.2,Lavabos de dones,23,D,D/211.2   ,6.0,N
GS/004,Lavabos de dones,23,G,GS/004    ,12.0,N
H/324,Lavabos de dones,23,H,H/324     ,5.0,N
QC/0045,Lavabos de dones,23,Q,QC/0045   ,19.0,N
QS/0005,Lavabos de dones,23,Q,QS/0005   ,10.0,N
S/102,Lavabos de dones 2,23,S,S/102     ,8.0,N
I0/139,Lavabos de dones alumnes,23,I,I0/139    ,16.0,N
I2/119,Lavabos de dones alumnes,23,I,I2/119    ,14.0,N
GTP/101,Lavabos de professors,23,GTP,GTP/101   ,7.0,N
HCV/-113.1,Lavabos dones,23,HCV,HCV/-113.1,6.0,N
I1/014,Lavabos dones,23,I,I1/014    ,17.0,S
Q6/1002,Lavabos dones,23,Q,Q6/1002   ,17.0,N
M6/012,Lavabos minusvàlids,23,M,M6/012    ,6.0,N
GTP/201,Lavabos professors,23,GTP,GTP/201   ,1.0,N
C1/-134,Litoteca paleontologia,24,C,C1/-134   ,48.0,N
S/026B,Local Estudiants EUI,16,S,S/026B    ,22.0,N
B1/159,Magatzem,24,B,B1/159    ,48.0,N
B5/128,Magatzem,24,B,B5/128    ,9.0,N
C1/-112,Magatzem,24,C,C1/-112   ,11.0,N
C1/-332-1,Magatzem,12,C,C1/-332-1 ,3.0,N
C1/-340,Magatzem,24,C,C1/-340   ,17.0,N
C1/237,Magatzem,24,C,C1/237    ,9.0,N
C2/-156,Magatzem,24,C,C2/-156   ,16.0,N
C2/137,Magatzem,24,C,C2/137    ,13.0,N
C5/311,Magatzem,24,C,C5/311    ,7.0,N
C5/407,Magatzem,24,C,C5/407    ,9.0,N
C5/409,Magatzem,24,C,C5/409    ,7.0,N
C5/417,Magatzem,24,C,C5/417    ,12.0,N
C7/412,Magatzem,24,C,C7/412    ,15.0,N
D/030,Magatzem,24,D,D/030     ,27.0,N
EST/-102.2,Magatzem,24,EST,EST/-102.2,71.0,N
F/044,Magatzem,24,F,F/044     ,9.0,N
HSP/-109,Magatzem,24,HSP,HSP/-109  ,28.0,N
HSP/-111,Magatzem,24,HSP,HSP/-111  ,13.0,N
J/-110.1,Magatzem,24,J,J/-110.1  ,21.0,N
M0/105,Magatzem,24,M,M0/105    ,26.0,N
N/-2016,Magatzem,24,N,N/-2016   ,12.0,N
N/0016,Magatzem,24,N,N/0016    ,29.0,N
Q6/1015,Magatzem,24,Q,Q6/1015   ,8.0,N
U/016,Magatzem,24,U,U/016     ,8.0,N
B5B/-106,Pica d'aigua per a neteja,12,B,B5B/-106  ,2.0,N
SAF3/-203,Pista d'esquaix 2,13,SF3,SAF3/-203 ,64.0,N
